,ID,STORE_TYPE,TIMEZONE,OPEN_DATE,NAME,POSTAL_CODE,ADDRESS,CITY,STATE,COUNTRY,LATITUDE,LONGITUDE,PHONE_NUMBER
1005,91752,8,MST,,FedEx Office,80104,4621 Trail Boss Dr,Castle Rock,CO,US,39.40744534,-104.85954254,(720) 733-6425
1006,1308,1,MST,10/02/1989 12:00,Walmart Supercenter,80123,7700 W Quincy Ave,Littleton,CO,US,39.63868528,-105.08320391,(303) 971-0321
1007,921,1,MST,03/05/1986 12:00,Walmart Supercenter,81201,7865 W Us Highway 50,Salida,CO,US,38.52425384,-106.022583,(719) 539-3566
1008,90631,8,MST,,FedEx Office,80234,1171 W 120th Ave,Westminster,CO,US,39.91444396,-104.99954986,(303) 452-6090
1009,5002,4,MST,06/12/2013 12:00,Neighborhood Market,80123,8196 West Bowles Ave,Littleton,CO,US,39.60809707,-105.09017944,(303) 218-2705
1010,90630,8,MST,,FedEx Office,80012,14222 E Cedar Ave,Aurora,CO,US,39.71285909,-104.82225112,(303) 340-3028
1011,1008,1,MST,03/03/1987 12:00,Walmart Supercenter,80538,250 W 65Th St,Loveland,CO,US,40.45689399,-105.080032,(970) 667-3331
1012,4639,1,MST,08/19/2009 12:00,Walmart Supercenter,80107,2100 Legacy Cir,Elizabeth,CO,US,39.35946196,-104.6236094,(303) 646-2599
1013,1200,1,MST,10/03/1988 12:00,Walmart Supercenter,80909,3201 E Platte Ave,Colorado Springs,CO,US,38.83755493,-104.76963806,(719) 578-9164
1014,3313,1,MST,01/26/2005 12:00,Walmart Supercenter,80112,10900 E Briarwood Ave,Centennial,CO,US,39.59123199,-104.861687,(303) 706-0071
1015,5033,1,MST,01/22/2003 12:00,Walmart Supercenter,80701,1300 Barlow Rd,Fort Morgan,CO,US,40.26501595,-103.77259746,(970) 542-2272
1016,3019,4,MST,08/15/2012 12:00,Neighborhood Market,80229,850 E 88Th Ave,Thornton,CO,US,39.85506099,-104.975487,(303) 287-4404
1017,5370,1,MST,01/27/2006 12:00,Walmart Supercenter,80504,2514 Main St,Longmont,CO,US,40.20410634,-105.10250106,(303) 774-7513
1018,3805,1,MST,09/19/2007 12:00,Walmart Supercenter,80863,19600 E Us Highway 24,Woodland Park,CO,US,38.97138595,-105.03878784,(719) 687-1065
1019,6360,3,MST,06/22/1992 12:00,Sam's Club,81505,1040 Independent Ave,Grand Junction,CO,US,39.08316421,-108.58271789,(970) 243-9203
1020,4745,3,MST,05/09/2002 12:00,Sam's Club,80229,9601 Grant St,Thornton,CO,US,39.87221908,-104.98358917,(303) 453-4945
1021,4747,4,MST,07/16/2014 12:00,Neighborhood Market,80233,10755 Washington Street,Northglenn,CO,US,39.89149957,-104.97775152,(303) 200-1490
1022,90402,8,MST,,FedEx Office,80302,2795 PEARL ST,Boulder,CO,US,40.02218618,-105.25954641,(303) 449-7100
1023,5232,1,MST,10/29/2003 12:00,Walmart Supercenter,81650,1000 Airport Rd,Rifle,CO,US,39.524441,-107.76803599,(970) 625-5367
1024,1019,1,MST,05/12/1987 12:00,Walmart Supercenter,81212,3105 E Us Highway 50,Canon City,CO,US,38.44789646,-105.19336558,(719) 275-2375
1025,5676,2,MST,04/09/2014 12:00,Walmart,80219,2770 W Evans Ave,Denver,CO,US,39.67762374,-105.02223968,(303) 222-7043
1026,91681,8,MST,,FedEx Office,80021,10141 Wadsworth Pkwy,Westminster,CO,US,39.88092041,-105.09696197,(303) 404-2241
1027,3020,4,MST,06/20/2012 12:00,Neighborhood Market,80004,14605 W 64Th Ave,Arvada,CO,US,39.81403,-105.163239,(303) 209-7840
1028,3021,4,MST,10/02/2013 12:00,Neighborhood Market,80222,2253 S Monaco Pkwy,Denver,CO,US,39.67591367,-104.913005,(303) 323-4409
1029,1550,2,MST,10/01/1990 12:00,Walmart,81230,900 N Main St,Gunnison,CO,US,38.554501,-106.925758,(970) 641-1733
1030,3128,4,MST,06/20/2012 12:00,Neighborhood Market,80231,1442 S Parker Rd,Denver,CO,US,39.68997448,-104.89026591,(303) 481-0182
1031,3127,4,MST,06/29/2012 12:00,Neighborhood Market,80239,5141 Chambers Rd,Denver,CO,US,39.78581237,-104.81140899,(303) 218-6237
1032,3227,1,MST,09/20/2006 12:00,Walmart Supercenter,80132,16218 Jackson Creek Pkwy,Monument,CO,US,39.06648254,-104.85337066,(719) 484-0912
1033,90339,8,MST,,FedEx Office,80202,1509 Blake St,Denver,CO,US,39.7500267,-105.00032043,(303) 623-3500
1034,90338,8,MST,,FedEx Office,80206,3030 EAST 2ND AVE,Denver,CO,US,39.71937485,-104.95178036,(303) 322-4261
1035,90414,8,MST,,FedEx Office,80305,2616 Baseline Rd,Boulder,CO,US,40.00021286,-105.26158086,(303) 494-2622
1036,3126,4,MST,06/20/2012 12:00,Neighborhood Market,80015,16746 E Smoky Hill Rd,Centennial,CO,US,39.62556099,-104.793869,(303) 305-1110
1037,3125,4,MST,06/29/2012 12:00,Neighborhood Market,80123,3615 W Bowles Ave,Littleton,CO,US,39.61006499,-105.034897,(303) 218-4873
1038,905,1,MST,06/10/1986 12:00,Walmart Supercenter,80504,2285 East Ken Pratt Blvd,Longmont,CO,US,40.15993118,-105.06289672,(303) 678-0803
1039,90482,8,MST,,FedEx Office,80031,9390 Sheridan Blvd,Westminster,CO,US,39.86769866,-105.05253601,(303) 487-4200
1040,980,1,MST,11/18/1986 12:00,Walmart Supercenter,80631,3103 S 23Rd Ave,Greeley,CO,US,40.38616943,-104.71842956,(970) 330-1452
1041,2752,1,MST,10/27/1999 12:00,Walmart Supercenter,80022,5990 Dahlia St,Commerce City,CO,US,39.80457305,-104.92879486,(303) 287-0600
1042,2751,1,MST,09/20/2000 12:00,Walmart Supercenter,80110,601 Englewood Pkwy,Englewood,CO,US,39.65551376,-104.99477386,(303) 789-7201
1043,6219,3,MST,11/13/1998 12:00,Sam's Club,80920,1850 E Woodmen Rd,Colorado Springs,CO,US,38.93371582,-104.79166412,(719) 277-0407
1044,984,1,MST,11/18/1986 12:00,Walmart Supercenter,80104,133 Sam Walton Lane,Castle Rock,CO,US,39.40471485,-104.86155286,-
1045,986,2,MST,02/03/1987 12:00,Walmart,80443,840 Summit Blvd.,Frisco,CO,US,39.58668529,-106.09474271,(970) 668-3959
1046,842,1,MST,10/01/1985 12:00,Walmart Supercenter,81008,4200 Dillon Dr,Pueblo,CO,US,38.31353,-104.60996199,(719) 545-6404
1047,1808,2,MST,09/30/1992 12:00,Walmart,80487,1805 Central Park Drive,Steamboat Springs,CO,US,40.4618787,-106.82127669,(970) 879-8115
1048,6549,3,MST,08/21/1996 12:00,Sam's Club,81008,412 Eagleridge Blvd,Pueblo,CO,US,38.31793594,-104.61353302,(719) 584-3028
1049,2270,1,MST,07/15/1998 12:00,Walmart Supercenter,81303,1155 S Camino Del Rio,Durango,CO,US,37.23046493,-107.86667633,(970) 259-8755
1050,91941,8,MST,,FedEx Office,80134,10161 S Parker Rd,Parker,CO,US,39.53377151,-104.76792144,(303) 840-5515
1051,2892,1,MST,08/16/2000 12:00,Walmart Supercenter,80134,11101 S Parker Rd,Parker,CO,US,39.51320648,-104.76823425,(303) 805-0029
1052,1231,1,MST,11/17/1988 12:00,Walmart Supercenter,80229,9901 Grant St,Thornton,CO,US,39.875835,-104.985634,(303) 451-1003
1053,5051,1,MST,05/21/2003 12:00,Walmart Supercenter,80634,920 47Th Ave,Greeley,CO,US,40.42286682,-104.75360107,(970) 353-4231
1054,5458,1,MST,09/15/2004 12:00,Walmart Supercenter,81416,37 Stafford Ln,Delta,CO,US,38.74916839,-108.0533905,(970) 874-1585
1055,3082,4,MST,01/16/2013 12:00,Neighborhood Market,80916,1622 S Academy Blvd,Colorado Springs,CO,US,38.80936168,-104.75770041,(719) 244-9294
1056,3083,4,MST,08/29/2012 12:00,Neighborhood Market,80915,665 N Murray Blvd,Colorado Springs,CO,US,38.84297646,-104.74801227,(719) 596-1294
1057,3824,1,MST,05/07/2008 12:00,Walmart Supercenter,80003,7155 Sheridan Blvd,Westminster,CO,US,39.82622332,-105.05356281,(303) 487-1412
1058,90574,8,MST,,FedEx Office,80129,549 W HIGHLANDS RANCH PKWY,Highlands Ranch,CO,US,39.54995346,-104.99538421,(303) 346-3233
1059,2672,1,MST,10/14/1998 12:00,Walmart Supercenter,81052,1432 E Olive St,Lamar,CO,US,38.08845497,-102.60354861,(719) 336-0530
1060,90470,8,MST,,FedEx Office,80401,17748 S Golden Rd,Golden,CO,US,39.74165126,-105.20017571,(303) 277-1946
1061,90472,8,MST,,FedEx Office,80111,7795 E Belleview Ave,Englewood,CO,US,39.62440872,-104.89878082,(303) 771-0302
1062,90476,8,MST,,FedEx Office,80202,555 17TH ST,Denver,CO,US,39.74520111,-104.98916625,(303) 298-8610
1063,5049,1,MST,01/21/2004 12:00,Walmart Supercenter,80127,13420 W Coal Mine Ave,Littleton,CO,US,39.60820388,-105.14997863,(303) 979-2064
1064,3533,1,MST,08/14/2002 12:00,Walmart Supercenter,80207,7800 Smith Rd,Denver,CO,US,39.76968383,-104.89796447,(720) 941-0411
1065,90742,8,MST,,FedEx Office,80027,976 W Dillon Rd,Louisville,CO,US,39.95971016,-105.16382776,(720) 890-2600
1066,5341,1,MST,08/25/2004 12:00,Walmart Supercenter,80021,500 Summit Blvd,Broomfield,CO,US,39.92642974,-105.13622283,(303) 466-3928
1067,1434,1,MST,01/31/1990 12:00,Walmart Supercenter,80905,707 S 8Th St,Colorado Springs,CO,US,38.823681,-104.83814999,(719) 633-0736
1068,94516,8,MST,,FedEx Office,80111,8775 E Orchard Rd,Greenwood Village,CO,US,39.6097248,-104.88733425,(303) 770-1209
1069,3096,4,MST,10/02/2013 12:00,Neighborhood Market,80301,2972 Iris Avenue,Boulder,CO,US,40.0364153,-105.25419808,(303) 305-5397
1070,94517,8,MST,,FedEx Office,80203,225 E 17th Ave,Denver,CO,US,39.74329411,-104.98444497,(303) 830-1981
1071,90174,8,MST,,FedEx Office,80124,8330 S Willow St,Lonetree,CO,US,39.56211853,-104.97931671,(303) 649-9663
1072,962,1,MST,09/16/1986 12:00,Walmart Supercenter,81082,2921 Toupal Dr,Trinidad,CO,US,37.1386861,-104.52090494,(719) 846-4477
1073,869,1,MST,01/21/1986 12:00,Walmart Supercenter,81101,3333 Clark St,Alamosa,CO,US,37.48023524,-105.90309217,(719) 589-9071
1074,5137,1,MST,10/27/2004 12:00,Walmart Supercenter,80016,6101 S Aurora Pkwy,Aurora,CO,US,39.60620117,-104.70516967,(303) 617-1261
1075,4284,1,MST,01/22/2007 12:00,Walmart Supercenter,80226,440 Wadsworth Blvd,Lakewood,CO,US,39.72161483,-105.080307,(303) 205-0754
1076,91797,8,MST,,FedEx Office,80227,3140 S Wadsworth Blvd,Lakewood,CO,US,39.66175842,-105.08073425,(303) 985-0632
1077,4288,1,MST,05/19/2010 12:00,Walmart Supercenter,80020,4651 W 121St Ave,Broomfield,CO,US,39.91633224,-105.04638671,(303) 217-9374
1078,2293,1,MST,12/30/1995 12:00,Walmart Supercenter,80439,952 Swede Gulch Rd,Evergreen,CO,US,39.70083618,-105.3276062,(303) 526-1649
1079,5334,1,MST,11/09/2005 12:00,Walmart Supercenter,80011,3301 Tower Rd,Aurora,CO,US,39.76224517,-104.77427673,(720) 374-0278
1080,1252,1,MST,02/02/1989 12:00,Walmart Supercenter,80130,6675 Business Center Dr,Highlands Ranch,CO,US,39.56241989,-104.9112091,(303) 683-3641
1081,8272,3,MST,04/29/1986 12:00,Sam's Club,80910,715 S Academy Blvd,Colorado Springs,CO,US,38.81931304,-104.75610351,(719) 597-2311
1082,966,1,MST,09/09/1986 12:00,Walmart Supercenter,81321,1835 E Main St,Cortez,CO,US,37.34692382,-108.56188964,(970) 565-6138
1083,4335,1,MST,07/18/2007 12:00,Walmart Supercenter,80831,11550 Meridian Market Vw,Falcon,CO,US,38.939289,-104.61212199,(719) 522-2910
1084,1045,1,MST,07/14/1987 12:00,Walmart Supercenter,80026,745 Us Highway 287,Lafayette,CO,US,40.01042938,-105.10292816,(303) 666-0340
1085,90830,8,EST,,FedEx Office,06854,777 Connecticut Ave,Norwalk,CT,US,41.09291665,-73.45208935,(203) 299-1616
1086,5439,1,EST,07/21/2004 12:00,Walmart Supercenter,06513,315 Foxon Blvd,New Haven,CT,US,41.32091648,-72.8742852,(203) 467-7509
1087,90399,8,EST,,FedEx Office,06033,175 GLASTONBURY BLVD,Glastonbury,CT,US,41.72129519,-72.62182161,(860) 657-9797
1088,3803,2,EST,03/21/2007 12:00,Walmart,06516,515 Saw Mill Rd,West Haven,CT,US,41.27046212,-72.97475539,(203) 931-2081
1089,94493,8,EST,,FedEx Office,06511,30 Whitney Ave,New Haven,CT,US,41.31131283,-72.92235709,(203) 495-9741
1090,2284,2,EST,09/10/1997 12:00,Walmart,06770,1100 New Haven Rd,Naugatuck,CT,US,41.46916754,-73.02805222,(203) 729-9100
1091,90285,8,EST,,FedEx Office,06032,1599 Southeast Rd,Farmington,CT,US,41.71686619,-72.7628488,(860) 561-3900
1092,90184,8,EST,,FedEx Office,06105,544 Farmington Ave,Hartford,CT,US,41.76636166,-72.71049007,(860) 233-8245
1093,5777,2,EST,11/01/2013 12:00,Walmart,06234,450 Providence Road,Brooklyn,CT,US,41.79716415,-71.91221237,(860) 412-5137
1094,2282,2,EST,07/16/1997 12:00,Walmart,06088,44 Prospect Hill Road,East Windsor,CT,US,41.9185028,-72.60855102,(860) 292-1235
1095,91934,8,EST,,FedEx Office,06042,179 Deming St,Manchester,CT,US,41.81385084,-72.52665281,(860) 648-9102
1096,92242,8,EST,,FedEx Office,06405,1078 W Main St,Branford,CT,US,41.2751875,-72.83086828,(203) 488-1314
1097,8195,3,EST,10/28/1991 12:00,Sam's Club,06042,69 Pavilion Dr,Manchester,CT,US,41.80490875,-72.5499649,(860) 644-5593
1098,2305,4,EST,07/17/2013 12:00,Neighborhood Market,06010,325 Oakland St,Bristol,CT,US,41.68752618,-72.93705895,(860) 506-2263
1099,2954,2,EST,10/25/2000 12:00,Walmart,06851,650 Main Ave,Norwalk,CT,US,41.15877914,-73.41812133,(203) 846-4514
1100,2303,4,EST,02/20/2013 12:00,Neighborhood Market,06117,333 N Main St,West Hartford,CT,US,41.78353182,-72.74673677,(860) 509-1705
1101,1980,2,EST,09/19/1995 12:00,Walmart,06260,625 School St,Putnam,CT,US,41.9244524,-71.88884831,(860) 928-3999
1102,90543,8,EST,,FedEx Office,06484,707 Bridgeport Ave,Shelton,CT,US,41.27557709,-73.12372058,(203) 944-9600
1103,90255,8,EST,,FedEx Office,06477,400 Boston Post Rd,Orange,CT,US,41.26008532,-73.00961606,(203) 799-2679
1104,2854,1,EST,08/22/2001 12:00,Walmart Supercenter,06351,180 River Rd,Lisbon,CT,US,41.58459238,-71.99440263,(860) 376-3254
1105,90919,8,EST,,FedEx Office,06103,196 Trumbull St,Hartford,CT,US,41.76744595,-72.67547652,(860) 246-0202
1106,2170,2,EST,10/26/1994 12:00,Walmart,06360,220 Salem Tpke,Norwich,CT,US,41.50738969,-72.1228449,(860) 889-7745
1107,2585,2,EST,04/17/2002 12:00,Walmart,06614,150 Barnum Avenue Cutoff,Stratford,CT,US,41.20046317,-73.11681658,(203) 502-7631
1108,2719,2,EST,01/24/2001 12:00,Walmart,06010,1400 Farmington Ave,Bristol,CT,US,41.6988746,-72.8965757,(860) 585-1700
1109,92179,8,EST,,FedEx Office,06473,114 Washington Ave,North Haven,CT,US,41.39520429,-72.85605825,(203) 234-2794
1110,2899,2,EST,01/24/2001 12:00,Walmart,06001,255 W Main St,Avon,CT,US,41.81245006,-72.85357788,(860) 409-0404
1111,2898,2,EST,08/22/2001 12:00,Walmart,06475,665 Boston Post Rd,Old Saybrook,CT,US,41.29579558,-72.37896636,(860) 388-0584
1112,2897,2,EST,04/19/2000 12:00,Walmart,06489,235 Queen St,Southington,CT,US,41.6224759,-72.87314459,(860) 621-9540
1113,2232,2,EST,08/13/1997 12:00,Walmart,06405,120 Commercial Pkwy,Branford,CT,US,41.27958834,-72.83129543,(203) 488-4106
1114,2896,2,EST,10/11/2000 12:00,Walmart,06418,656 New Haven Ave,Derby,CT,US,41.31130747,-73.05207274,(203) 736-2660
1115,91772,8,EST,,FedEx Office,06450,496 S Broad St,Meriden,CT,US,41.50967963,-72.80803397,(203) 630-6478
1116,2299,2,EST,07/16/1997 12:00,Walmart,06416,161 Berlin Rd,Cromwell,CT,US,41.60692512,-72.71194316,(860) 635-0458
1117,2965,2,EST,09/19/2001 12:00,Walmart,06111,3164 Berlin Tpke,Newington,CT,US,41.66239991,-72.72169701,(860) 667-7657
1118,5095,2,EST,01/26/2005 12:00,Walmart,06106,495 Flatbush Avenue,Hartford,CT,US,41.74253158,-72.71233879,(860) 953-0040
1119,1891,2,EST,01/05/1993 12:00,Walmart,06042,420 Buckland Hills Dr,Manchester,CT,US,41.80665599,-72.538223,(860) 644-5100
1120,2331,1,EST,06/26/1996 12:00,Walmart Supercenter,06385,155 Waterford Parkway No.,Waterford,CT,US,41.35864257,-72.16008758,(860) 447-3646
1121,2163,2,EST,06/26/1996 12:00,Walmart,06484,465 Bridgeport Ave,Shelton,CT,US,41.29137802,-73.11343383,(203) 929-1110
1122,91954,8,EST,,FedEx Office,06111,3123 Berlin Tpke,Newington,CT,US,41.66390262,-72.72121891,(860) 594-1015
1123,2200,2,EST,10/26/1994 12:00,Walmart,06340,150 Gold Star Hwy,Groton,CT,US,41.36988067,-72.06425476,(860) 448-2022
1124,90269,8,EST,,FedEx Office,06905,980 HIGH RIDGE RD,Stamford,CT,US,41.10522128,-73.54846581,(203) 968-8100
1125,5294,2,EST,08/01/2007 12:00,Walmart,06460,1365 Boston Post Rd,Milford,CT,US,41.23982459,-73.03444392,(203) 301-0559
1126,6442,3,EST,04/27/1993 12:00,Sam's Club,06477,2 Boston Post Rd,Orange,CT,US,41.28100588,-72.98339881,(203) 795-8100
1127,6636,3,EST,01/13/1994 12:00,Sam's Club,06111,3465 Berlin Turn Pike,Newington,CT,US,41.6520144,-72.72772058,(860) 667-8809
1128,2900,2,EST,07/19/2000 12:00,Walmart,06067,80 Town Line Rd,Rocky Hill,CT,US,41.68211348,-72.65813603,(860) 563-4355
1129,90841,8,EST,,FedEx Office,06851,464 Main Ave,Norwalk,CT,US,41.15092849,-73.42446136,(203) 847-8143
1130,2144,2,EST,08/28/1996 12:00,Walmart,06790,970 Torringford St,Torrington,CT,US,41.81904628,-73.08143757,(860) 496-8653
1131,2022,1,EST,01/04/1994 12:00,Walmart Supercenter,06256,474 Boston Post Rd,North Windham,CT,US,41.74460157,-72.17025496,(860) 456-4399
1132,90276,8,EST,,FedEx Office,06830,48 W Putnam Ave,Greenwich,CT,US,41.02977477,-73.62811133,(203) 863-0099
1133,90326,8,EST,,FedEx Office,06824,1427 Post Rd,Fairfield,CT,US,41.14122256,-73.25670517,(203) 319-0500
1134,3547,2,EST,05/21/2003 12:00,Walmart,06854,680 Connecticut Ave,Norwalk,CT,US,41.09577941,-73.44974517,(203) 854-5236
1135,90270,8,EST,,FedEx Office,06851,596 Westport Ave,Norwalk,CT,US,41.1279335,-73.38166809,(203) 847-7004
1136,3548,2,EST,09/18/2002 12:00,Walmart,06705,910 Wolcott St,Waterbury,CT,US,41.56602211,-73.00815157,(203) 759-1000
1137,3545,2,EST,07/17/2002 12:00,Walmart,06514,2300 Dixwell Ave,Hamden,CT,US,41.37309646,-72.91873931,(203) 230-0285
1138,3546,2,EST,10/30/2002 12:00,Walmart,06776,164 Danbury Rd,New Milford,CT,US,41.551335,-73.4174171,(860) 350-4823
1139,2371,1,EST,01/23/1996 12:00,Walmart Supercenter,06492,844 N Colony Rd,Wallingford,CT,US,41.477001,-72.810646,(203) 269-6622
1140,3543,2,EST,10/30/2002 12:00,Walmart,06810,67 Newtown Rd,Danbury,CT,US,41.40747799,-73.41471099,(203) 791-1929
1141,3544,2,EST,10/16/2002 12:00,Walmart,06437,900 Boston Post Rd,Guilford,CT,US,41.28852143,-72.6791431,(203) 458-1252
1142,91245,8,CST,,FedEx Office,20001,800 K ST NW,Washington,DC,US,38.90166473,-77.02250671,(202) 682-0349
1143,91748,8,CST,,FedEx Office,20009,1812 Adams Mill Rd,Washington,DC,US,38.92292171,-77.04283967,(202) 232-0260
1144,94419,8,CST,,FedEx Office,20004,419 11TH ST NW,Washington,DC,US,38.8951005,-77.02694624,(202) 638-6343
1145,90671,8,CST,,FedEx Office,20004,325 7TH ST NW,Washington,DC,US,38.89450454,-77.02157592,(202) 347-8730
1146,92135,8,EST,,FedEx Office,20007,2440 Wisconsin Ave NW,Washington,DC,US,38.92194747,-77.07289123,(202) 333-0314
1147,92134,8,CST,,FedEx Office,20036,1850 M St NW,Washington,DC,US,38.90536499,-77.04289245,(202) 223-0197
1148,91801,8,CST,,FedEx Office,20007,3329 M St NW,Washington,DC,US,38.90514805,-77.06689506,(202) 965-1414
1149,91815,8,CST,,FedEx Office,20006,2020 K St NW,Washington,DC,US,38.90211868,-77.04599761,(202) 331-9572
1150,90388,8,CST,,FedEx Office,20015,5225 WISCONSIN AVE NW,Washington,DC,US,38.95850753,-77.08406829,(202) 362-5003
1151,92221,8,CST,,FedEx Office,20024,409 3rd St SW,Washington,DC,US,38.88459777,-77.01573944,(202) 554-0805
1152,91329,8,CST,,FedEx Office,20005,1400 K St NW,Washington,DC,US,38.90213394,-77.03241729,(202) 898-1401
1153,94418,8,CST,,FedEx Office,20007,1002 30TH ST NW,Washington,DC,US,38.90277966,-77.05915287,(202) 337-3370
1154,94415,8,CST,,FedEx Office,20003,208 2nd St SE,Washington,DC,US,38.8870697,-77.00325012,(202) 543-2710
1155,91822,8,CST,,FedEx Office,20006,1612 K ST NW,Washington,DC,US,38.90216064,-77.03752899,(202) 466-3777
1156,91661,8,CST,,FedEx Office,20010,3111 14th St NW,Washington,DC,US,38.92897009,-77.03260771,(202) 328-1050
1157,94421,8,CST,,FedEx Office,20016,4000 Wisconsin Ave NW,Washington,DC,US,38.94165802,-77.07744598,(202) 362-4065
1158,91810,8,CST,,FedEx Office,20003,715 D ST SE,Washington,DC,US,38.88353347,-76.99551391,(202) 547-0421
1159,91344,8,CST,,FedEx Office,20037,2400 M ST NW,Washington,DC,US,38.9047966,-77.0519638,(202) 689-8945
1160,5968,1,EST,12/04/2013 12:00,Walmart Supercenter,20001,5929 Georgia Ave Nw,Washington,DC,US,38.96210098,-77.02729034,(202) 719-3770
1161,94423,8,CST,,FedEx Office,20036,1029 17TH ST NW,Washington,DC,US,38.90300966,-77.03845225,(202) 659-2833
1162,5941,1,EST,12/04/2013 12:00,Walmart Supercenter,20001,99 H Street Nw,Washington,DC,US,38.90026509,-77.01201036,(202) 719-2110
1163,94425,8,CST,,FedEx Office,20036,1123 18th St NW,Washington,DC,US,38.90424415,-77.04162932,(202) 775-9757
1164,94426,8,CST,,FedEx Office,20006,1825 K ST NW,Washington,DC,US,38.90292739,-77.04258728,(202) 296-4180
1165,91864,8,CST,,FedEx Office,20005,1512 14th St NW,Washington,DC,US,38.91008198,-77.03197874,(202) 232-4826
1166,5436,2,EST,01/31/2006 12:00,Walmart,19808,1251 Centerville Rd,Wilmington,DE,US,39.73347854,-75.61869049,(302) 683-9312
1167,90760,8,EST,,FedEx Office,19803,4120 Concord Pike,Wilmington,DE,US,39.8106575,-75.55073547,(302) 475-9501
1168,91583,8,EST,,FedEx Office,19808,4721A Kirkwood Hwy,Wilmington,DE,US,39.72266592,-75.6606578,(302) 996-0264
1169,3802,1,EST,10/29/2008 12:00,Walmart Supercenter,19709,705 Middletown Warwick Rd,Middletown,DE,US,39.44583899,-75.737785,(302) 449-1254
1170,91806,8,EST,,FedEx Office,19711,132 Elkton Rd,Newark,DE,US,39.67998123,-75.76010894,(302) 368-5080
1171,91808,8,EST,,FedEx Office,19801,1201 N MARKET ST,Wilmington,DE,US,39.74792861,-75.54673767,(302) 652-2151
1172,1736,1,EST,12/31/1991 12:00,Walmart Supercenter,19901,36 Jerome Drive,Dover,DE,US,39.21701319,-75.57114981,(302) 674-2159
1173,2791,1,EST,08/16/2000 12:00,Walmart Supercenter,19947,4 College Park Ln,Georgetown,DE,US,38.702702,-75.40421299,(302) 854-9454
1174,2419,2,EST,10/24/2001 12:00,Walmart,19971,18922 Rehoboth Mall Blvd,Rehoboth Beach,DE,US,38.72921191,-75.13156324,(302) 644-8014
1175,6330,3,EST,12/05/1991 12:00,Sam's Club,19901,1572 N Dupont Hwy,Dover,DE,US,39.19311141,-75.55329895,(302) 678-4220
1176,2460,1,EST,01/29/1997 12:00,Walmart Supercenter,19973,22899 Sussex Hwy,Seaford,DE,US,38.66111,-75.591171,(302) 628-1668
1177,1741,1,EST,11/05/1991 12:00,Walmart Supercenter,19963,939 N Dupont Blvd,Milford,DE,US,38.929587,-75.43182983,(302) 422-2854
1178,5039,1,EST,03/19/2003 12:00,Walmart Supercenter,19934,263 Walmart Dr,Camden,DE,US,39.10214491,-75.54407693,(302) 698-9170
1179,2555,2,EST,04/21/1999 12:00,Walmart,19720,117 Wilton Blvd,New Castle,DE,US,39.65298843,-75.62117004,(302) 324-0900
1180,2459,1,EST,04/23/1997 12:00,Walmart Supercenter,34233,4381 Cattlemen Rd,Sarasota,FL,US,27.29217147,-82.45030212,(941) 379-3550
1181,91578,8,EST,,FedEx Office,33324,1347 S University Dr,Plantation,FL,US,26.10412448,-80.25021582,(954) 423-8111
1182,91577,8,EST,,FedEx Office,33308,5975 N Federal Hwy,Fort Lauderdale,FL,US,26.20135116,-80.11029052,(954) 351-7066
1183,3463,1,EST,08/14/2002 12:00,Walmart Supercenter,33511,1208 E Brandon Blvd,Brandon,FL,US,27.93792933,-82.26460978,(813) 651-9040
1184,767,1,EST,01/22/1985 12:00,Walmart Supercenter,32055,2767 W Us Highway 90,Lake City,FL,US,30.18157599,-82.67731499,(386) 755-2427
1185,1068,1,EST,10/20/1987 12:00,Walmart Supercenter,32958,2001 Us Highway #1,Sebastian,FL,US,27.80124473,-80.4885559,(772) 589-8528
1186,91574,8,EST,,FedEx Office,33186,13901 SW 88th St,Miami,FL,US,25.68555068,-80.42024993,(305) 383-3550
1187,2987,2,EST,04/10/2013 12:00,Walmart,33328,4301 S University Dr,Davie,FL,US,26.06683708,-80.25245279,(954) 331-3612
1188,4080,2,EST,05/04/2014 12:00,Walmart,33543,28500 State Road 54,Wesley Chapel,FL,US,28.23490142,-82.34436035,-
1189,769,1,EST,06/04/1985 12:00,Walmart Supercenter,34293,4150 Tamiami Trl S,Venice,FL,US,27.04782485,-82.39581298,(941) 497-2523
1190,91121,8,EST,,FedEx Office,33323,13715 W Sunrise Blvd,Sunrise,FL,US,26.14598035,-80.33143848,(954) 858-1414
1191,2843,1,EST,06/14/2000 12:00,Walmart Supercenter,34491,17961 S Us Highway 441,Summerfield,FL,US,28.96202087,-81.96501159,(352) 307-4400
1192,91120,8,EST,,FedEx Office,33014,15241 NW 67th Ave,Miami Lakes,FL,US,25.91182351,-80.30919559,(305) 823-2042
1193,5132,4,EST,08/06/2003 12:00,Neighborhood Market,32708,5216 Red Bug Lake Rd,Winter Springs,FL,US,28.64843177,-81.27824401,(407) 699-7050
1194,5326,1,EST,10/20/2004 12:00,Walmart Supercenter,34481,9570 Sw Highway 200,Ocala,FL,US,29.05673027,-82.27690887,(352) 291-7512
1195,3066,4,EST,09/19/2012 12:00,Neighborhood Market,34234,3500 N Tamiami Trail,Sarasota,FL,US,27.36673499,-82.55063599,(941) 444-8410
1196,5325,1,EST,07/21/2004 12:00,Walmart Supercenter,33063,5555 W Atlantic Blvd,Margate,FL,US,26.236889,-80.20304899,(954) 975-8682
